"label","text"
"ham","Please confirm once done. Reminder: support appointment is scheduled for 1 PM."
"spam","DM: This link expires today. Final alert: email account will be suspended. confirm identity at http://bonus.example/start"
"ham","Telegram: Reminder: doctor appointment is scheduled for tomorrow. Please confirm once done."
"ham","Please bring tea on the way back. I added it to the calendar."
"ham","DM: Can you review the notes before tomorrow's call? Bring your ID if needed."
"spam","WhatsApp: Reply YES for details. QuickPay alert: unusual activity detected. confirm identity to secure your bank account."
"spam","WhatsApp: Your bank account KYC is incomplete. Send OTP to avoid suspended. Offer id VIP999."
"ham","WhatsApp: We can discuss this later. Reminder: college appointment is scheduled for tomorrow."
"spam","Telegram: Final notice: card access expires in 10 minutes. Verify now at www.account-check.example Your reward is already reserved."
"spam","Private post found with your name. Open www.account-check.example to remove it. Support ticket #2126 is open."
"ham","Notification: Your card statement is available in the official app. I will be near lab 2."
"ham","Amit, meeting moved to 10:30 AM. Please confirm when free. Thanks again."
"ham","Telegram: I transferred $100 for booking. Please check and confirm. No rush."
"ham","WhatsApp: Your profile statement is available in the official app. I added it to the calendar."
"spam","bitcoin bonus active for in 10 minutes. Deposit $100 and double returns. No documents required."
"spam","DM: BankSecure reward unlocked. Claim shopping voucher using code CLAIM88. Your reward is already reserved."
"ham","Reminder: interview appointment is scheduled for 10:30 AM. Shared in the official group."
"spam","Notification: Final notice: trading account access expires before midnight. Verify now at www.account-check.example Reply OK for details."
"spam","Telegram: Twitter verification available today. Share login code to continue. Only selected users can access this."
"ham","Telegram: I added it to the calendar. Cab is waiting near gate 1. Call me if you cannot find it."
"ham","DM: Can you review the proposal before tomorrow's call? Reference #8215."
"ham","DM: I transferred Rs 500 for fees. Please check and confirm. We can discuss this later."
"spam","WhatsApp: Offer id LUCKY7. Your bank account KYC is incomplete. Send OTP to avoid locked."
"ham","WhatsApp: Can you review the proposal before tomorrow's call? We can discuss this later."
"spam","Telegram: Important: cloud storage will be restricted. click now at www.account-check.example Do not ignore this message."
"ham","Notification: The website update is ready. Feedback welcome when you get time. Reference #5299."
"ham","WhatsApp: The dashboard update is ready. Feedback welcome when you get time. Please confirm once done."
"spam","Notification: QuickPay reward unlocked. Claim iPhone using code WIN24. Do not ignore this message."
"spam","Re: Telegram verification available today. Share login code to continue. Support ticket #5536 is open."
"spam","DM: Support ticket #5825 is open. Data entry work: earn Rs 500 per day from home. Message WIN to start."
"spam","DM: bitcoin bonus active for now. Deposit Rs 2000 and double returns. Do not ignore this message."
"ham","Update: Thanks again. Thanks for sharing the resume. I will read it tonight."
"spam","This link expires now. PayFast reward unlocked. Claim bonus using code FREE100."
"ham","DM: Thanks again. Cab is waiting near gate 3. Call me if you cannot find it."
"spam","DM: Do not ignore this message. grocery is pending. Pay Rs 29 redelivery fee at www.account-check.example"
"ham","Telegram: Thanks for sharing the report. I will read it tonight. No rush."
"ham","Your profile statement is available in the official app. Call me after 10:30 AM."
"ham","Notification: I transferred Rs 2000 for tickets. Please check and confirm. No rush."
"ham","Update: Priya, meeting moved to tomorrow. Please confirm when free. I will be near front desk."
"spam","Notification: LinkedIn verification available today. Share login code to continue. Only selected users can access this."
"ham","Update: Call me after 6:30 PM. Your wallet statement is available in the official app."
"ham","Notification: Thanks for sharing the report. I will read it tonight. I will be near lab 2."
"ham","Notification: Friend, meeting moved to 1 PM. Please confirm when free. Call me after 3 PM."
"ham","Notification: Thanks again. I transferred $700 for rent. Please check and confirm."
"spam","WhatsApp: Support ticket #8727 is open. BankSecure reward unlocked. Claim cash prize using code WIN24."
"ham","Update: Reminder: service appointment is scheduled for 9 AM. Call me after 9 AM."
"spam","Telegram: parcel is pending. Pay a small redelivery fee at www.claim-reward.example Offer id LUCKY7."
"spam","Notification: BankSecure alert: unusual activity detected. click now to secure your trading account. Do not ignore this message."
"spam","Notification: Only selected users can access this. Part-time job: earn Rs 500 per day from home. Message JOIN to start."
"spam","Telegram: Private document found with your name. Open www.account-check.example to remove it. Offer id CLAIM88."
"spam","DM: Support ticket #8981 is open. URGENT: card will be closed. click now at www.claim-reward.example"
"ham","WhatsApp: Can you review the report before tomorrow's call? I added it to the calendar."
"ham","DM: Thanks again. I transferred Rs 500 for booking. Please check and confirm."
"spam","WhatsApp: Reply START for details. You are selected for $5000 instant loan. Reply YES now."
"ham","WhatsApp: We can discuss this later. Class notes for English are uploaded in the group folder."
"spam","Alert: Only selected users can access this. grocery is pending. Pay $2 redelivery fee at http://bonus.example/start"
"ham","WhatsApp: I transferred Rs 500 for tickets. Please check and confirm. I will be near room 101."
"spam","Support ticket #4548 is open. Your profile KYC is incomplete. Send OTP to avoid blocked."
"ham","WhatsApp: I will be near conference room. The release update is ready. Feedback welcome when you get time."
"ham","Telegram: Class notes for ML are uploaded in the group folder. I will be near lab 2."
"ham","DM: Please confirm once done. Reminder: service appointment is scheduled for 6:30 PM."
"spam","DM: Support ticket #5340 is open. QuickPay alert: unusual activity detected. verify immediately to secure your wallet."
"ham","Telegram: I transferred $700 for fees. Please check and confirm. Shared in the official group."
"spam","Re: BankSecure alert: unusual activity detected. claim now to secure your wallet. Reply START for details."
"spam","courier is pending. Pay $2 redelivery fee at www.account-check.example Limited seats available."
"spam","Alert: Part-time job: earn Rs 5000 per day from home. Message JOIN to start. Do not ignore this message."
"spam","WhatsApp: QuickPay reward unlocked. Claim bonus using code SAVE50. Your reward is already reserved."
"ham","DM: Your bank account statement is available in the official app. Bring your ID if needed."
"ham","I transferred $100 for repair. Please check and confirm. Shared in the official group."
"spam","DM: Limited seats available. Congratulations Customer, you won bonus. claim now before before midnight."
"spam","WhatsApp: PayFast alert: unusual activity detected. click now to secure your card. Limited seats available."
"ham","DM: Bring your ID if needed. Cab is waiting near gate 2. Call me if you cannot find it."
